pair,family,condition,identifiable,method,truth,prediction,correct,abstain
147,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
147,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
147,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
148,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
148,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
148,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
148,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
148,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
148,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
148,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
148,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
148,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
148,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
149,human_override,non_identifiable,0,outcome,operator,developer,0,0
149,human_override,non_identifiable,0,causal,operator,developer,0,0
149,human_override,non_identifiable,0,rule,operator,provider,0,0
149,human_override,non_identifiable,0,scm,operator,operator,1,0
149,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
149,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
149,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
149,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
149,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
149,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
150,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
150,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
150,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
150,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
150,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
150,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
150,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
150,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
150,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
150,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
151,human_override,non_identifiable,0,outcome,operator,developer,0,0
151,human_override,non_identifiable,0,causal,operator,developer,0,0
151,human_override,non_identifiable,0,rule,operator,provider,0,0
151,human_override,non_identifiable,0,scm,operator,operator,1,0
151,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
151,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
151,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
151,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
151,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
151,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
152,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
152,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
152,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
152,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
152,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
152,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
152,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
152,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
152,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
152,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
153,human_override,non_identifiable,0,outcome,operator,developer,0,0
153,human_override,non_identifiable,0,causal,operator,developer,0,0
153,human_override,non_identifiable,0,rule,operator,provider,0,0
153,human_override,non_identifiable,0,scm,operator,operator,1,0
153,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
153,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
153,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
153,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
153,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
153,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
154,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
154,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
154,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
154,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
154,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
154,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
154,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
154,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
154,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
154,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
155,human_override,non_identifiable,0,outcome,operator,developer,0,0
155,human_override,non_identifiable,0,causal,operator,developer,0,0
155,human_override,non_identifiable,0,rule,operator,provider,0,0
155,human_override,non_identifiable,0,scm,operator,operator,1,0
155,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
155,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
155,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
155,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
155,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
155,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
156,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
156,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
156,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
156,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
156,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
156,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
156,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
156,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
156,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
156,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
157,human_override,non_identifiable,0,outcome,operator,developer,0,0
157,human_override,non_identifiable,0,causal,operator,developer,0,0
157,human_override,non_identifiable,0,rule,operator,provider,0,0
157,human_override,non_identifiable,0,scm,operator,operator,1,0
157,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
157,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
157,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
157,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
157,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
157,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
158,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
158,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
158,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
158,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
158,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
158,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
158,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
158,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
158,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
158,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
159,human_override,non_identifiable,0,outcome,operator,developer,0,0
159,human_override,non_identifiable,0,causal,operator,developer,0,0
159,human_override,non_identifiable,0,rule,operator,provider,0,0
159,human_override,non_identifiable,0,scm,operator,operator,1,0
159,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
159,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
159,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
159,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
159,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
159,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
160,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
160,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
160,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
160,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
160,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
160,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
160,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
160,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
160,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
160,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
161,human_override,non_identifiable,0,outcome,operator,developer,0,0
161,human_override,non_identifiable,0,causal,operator,developer,0,0
161,human_override,non_identifiable,0,rule,operator,provider,0,0
161,human_override,non_identifiable,0,scm,operator,operator,1,0
161,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
161,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
161,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
161,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
161,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
161,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
162,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
162,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
162,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
162,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
162,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
162,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
162,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
162,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
162,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
162,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
163,human_override,non_identifiable,0,outcome,operator,developer,0,0
163,human_override,non_identifiable,0,causal,operator,developer,0,0
163,human_override,non_identifiable,0,rule,operator,provider,0,0
163,human_override,non_identifiable,0,scm,operator,operator,1,0
163,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
163,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
163,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
163,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
163,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
163,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
164,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
164,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
164,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
164,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
164,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
164,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
164,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
164,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
164,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
164,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
165,human_override,non_identifiable,0,outcome,operator,developer,0,0
165,human_override,non_identifiable,0,causal,operator,developer,0,0
165,human_override,non_identifiable,0,rule,operator,provider,0,0
165,human_override,non_identifiable,0,scm,operator,operator,1,0
165,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
165,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
165,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
165,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
165,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
165,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
166,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
166,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
166,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
166,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
166,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
166,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
166,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
166,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
166,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
166,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
167,human_override,non_identifiable,0,outcome,operator,developer,0,0
167,human_override,non_identifiable,0,causal,operator,developer,0,0
167,human_override,non_identifiable,0,rule,operator,provider,0,0
167,human_override,non_identifiable,0,scm,operator,operator,1,0
167,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
167,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
167,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
167,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
167,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
167,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
168,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
168,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
168,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
168,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
168,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
168,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
168,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
168,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
168,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
168,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
169,human_override,non_identifiable,0,outcome,operator,developer,0,0
169,human_override,non_identifiable,0,causal,operator,developer,0,0
169,human_override,non_identifiable,0,rule,operator,provider,0,0
169,human_override,non_identifiable,0,scm,operator,operator,1,0
169,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
169,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
169,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
169,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
169,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
169,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
170,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
170,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
170,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
170,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
170,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
170,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
170,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
170,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
170,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
170,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
171,human_override,non_identifiable,0,outcome,operator,developer,0,0
171,human_override,non_identifiable,0,causal,operator,developer,0,0
171,human_override,non_identifiable,0,rule,operator,provider,0,0
171,human_override,non_identifiable,0,scm,operator,operator,1,0
171,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
171,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
171,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
171,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
171,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
171,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
172,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
172,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
172,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
172,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
172,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
172,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
172,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
172,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
172,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
172,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
173,human_override,non_identifiable,0,outcome,operator,developer,0,0
173,human_override,non_identifiable,0,causal,operator,developer,0,0
173,human_override,non_identifiable,0,rule,operator,provider,0,0
173,human_override,non_identifiable,0,scm,operator,operator,1,0
173,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
173,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
173,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
173,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
173,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
173,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
174,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
174,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
174,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
174,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
174,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
174,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
174,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
174,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
174,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
174,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
175,human_override,non_identifiable,0,outcome,operator,developer,0,0
175,human_override,non_identifiable,0,causal,operator,developer,0,0
175,human_override,non_identifiable,0,rule,operator,provider,0,0
175,human_override,non_identifiable,0,scm,operator,operator,1,0
175,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
175,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
175,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
175,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
175,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
175,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
176,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
176,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
176,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
176,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
176,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
176,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
176,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
176,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
176,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
176,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
177,human_override,non_identifiable,0,outcome,operator,developer,0,0
177,human_override,non_identifiable,0,causal,operator,developer,0,0
177,human_override,non_identifiable,0,rule,operator,provider,0,0
177,human_override,non_identifiable,0,scm,operator,operator,1,0
177,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
177,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
177,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
177,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
177,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
177,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
178,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
178,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
178,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
178,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
178,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
178,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
178,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
178,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
178,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
178,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
179,human_override,non_identifiable,0,outcome,operator,developer,0,0
179,human_override,non_identifiable,0,causal,operator,developer,0,0
179,human_override,non_identifiable,0,rule,operator,provider,0,0
179,human_override,non_identifiable,0,scm,operator,operator,1,0
179,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
179,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
179,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
179,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
179,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
179,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
180,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
180,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
180,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
180,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
180,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
180,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
180,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
180,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
180,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
180,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
181,human_override,non_identifiable,0,outcome,operator,developer,0,0
181,human_override,non_identifiable,0,causal,operator,developer,0,0
181,human_override,non_identifiable,0,rule,operator,provider,0,0
181,human_override,non_identifiable,0,scm,operator,operator,1,0
181,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
181,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
181,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
181,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
181,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
181,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
182,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
182,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
182,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
182,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
182,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
182,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
182,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
182,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
182,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
182,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
183,human_override,non_identifiable,0,outcome,operator,developer,0,0
183,human_override,non_identifiable,0,causal,operator,developer,0,0
183,human_override,non_identifiable,0,rule,operator,provider,0,0
183,human_override,non_identifiable,0,scm,operator,operator,1,0
183,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
183,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
183,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
183,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
183,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
183,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
184,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
184,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
184,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
184,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
184,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
184,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
184,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
184,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
184,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
184,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
185,human_override,non_identifiable,0,outcome,operator,developer,0,0
185,human_override,non_identifiable,0,causal,operator,developer,0,0
185,human_override,non_identifiable,0,rule,operator,provider,0,0
185,human_override,non_identifiable,0,scm,operator,operator,1,0
185,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
185,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
185,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
185,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
185,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
185,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
186,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
186,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
186,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
